keyframe,x,y,z
48494,-4.2430005,-14.690561,4.281059
48495,-4.1529593,-14.466641,3.959859
48496,-4.2107997,-14.63048,4.13434
48497,-4.3280797,-15.093199,4.4790993
48498,-4.3330193,-15.30938,4.146739
48499,-4.3030205,-15.0684,3.7591407
48500,-4.31688,-14.93186,4.338419
48501,-4.2881794,-14.746721,3.97338
48502,-4.48098,-15.255241,3.8501198
48503,-4.4103394,-15.258279,4.1564994
48504,-4.5297008,-15.14496,3.9951797
48505,-4.40422,-14.521538,3.7062197
48506,-4.40332,-15.331218,4.3165803
48507,-4.0269,-15.092643,4.25158
48508,-4.5089602,-14.917643,4.341421
48509,-4.3878,-14.41422,3.95808
48510,-4.559,-14.7972,4.0216804
48511,-4.642339,-15.089962,3.9634395
48512,-4.42294,-14.904041,3.95122
48513,-4.670979,-14.97304,3.8360202
48514,-4.50734,-14.867801,3.7483196
48515,-4.20316,-14.550621,4.0008407
48516,-4.55558,-14.93912,3.91382
48517,-4.334879,-14.656862,3.8136601
48518,-4.3513,-14.689918,4.033399
48519,-4.0803604,-14.858124,3.9049394
48520,-4.46086,-14.530798,3.97842
48521,-4.11702,-14.876178,3.8252797
48522,-4.3380594,-14.972758,4.08876
48523,-4.063319,-14.863358,4.1187406
48524,-4.1783,-14.97214,3.95414
48525,-4.4319596,-14.94012,4.2425394
48526,-4.43284,-14.92086,3.951839
48527,-4.22458,-14.589239,4.0505996
48528,-4.2785997,-14.854056,4.029119
48529,-3.80532,-14.896698,4.12128
48530,-4.1177597,-15.307643,4.5702
48531,-4.019,-15.079434,4.3701
48532,-3.9617794,-14.80802,4.3174796
48533,-3.7616603,-14.924461,4.261719
48534,-4.0762596,-15.0250025,4.5921793
48535,-4.24388,-14.812597,4.1157193
48536,-4.1802793,-15.401542,4.0393596
48537,-4.21998,-15.108561,3.9959197
48538,-4.3009596,-15.243661,4.0588007
48539,-3.9893794,-15.099321,4.2503004
48540,-4.0251203,-15.203401,4.4147596
48541,-4.18604,-15.0734,4.56284
48542,-4.0945997,-14.94714,4.46604
48543,-4.0569797,-15.471058,4.7121997
48544,-4.1350403,-15.00776,4.1964197
48545,-4.2619996,-14.928538,4.1496797
48546,-4.0478396,-15.080941,4.2834396
48547,-4.0571604,-15.27494,4.12682
48548,-4.0160193,-15.1522,4.02578
48549,-4.0388,-15.013381,3.9728
48550,-3.8804595,-14.703379,4.1951604
48551,-4.0478806,-15.095159,4.25378
48552,-4.1761594,-15.187401,4.5392604
48553,-3.90682,-15.254278,4.2357
48554,-3.8461602,-15.04092,4.1857405
48555,-4.15778,-14.996683,4.10856
48556,-3.7353597,-15.059418,4.50594
48557,-4.1125803,-14.755481,4.18822
48558,-3.9114,-14.765139,4.10012
48559,-4.1063204,-14.81842,4.3295407
48560,-4.43144,-14.708499,4.0078406
48561,-4.0257807,-14.349937,3.6685402
48562,-3.973499,-14.54856,4.1233006
48563,-4.078039,-14.851399,4.1963797
48564,-4.2289996,-14.484478,4.271521
48565,-4.28198,-14.975121,4.1366997
48566,-4.4145594,-14.447859,4.1996393
48567,-4.2260003,-14.77184,4.14996
48568,-4.0342,-15.367921,4.3146405
48569,-4.35794,-15.29812,3.9351208
48570,-4.0709,-15.113619,3.8008602
48571,-4.2805595,-14.981199,3.946061
48572,-4.1651998,-15.197981,4.025099
48573,-4.50442,-14.842518,4.1085596
48574,-3.9160607,-14.68076,4.0974197
48575,-4.26612,-15.196259,4.13772
48576,-4.02428,-15.097282,4.216739
48577,-4.4018197,-15.3501425,4.17546
48578,-4.1978397,-15.027261,4.103
48579,-3.98202,-14.949599,3.9846795
48580,-3.75094,-14.614878,3.8763003
48581,-3.9306197,-14.92108,4.0715203
48582,-4.09952,-14.213983,3.89198
48583,-4.7292805,-14.4512005,4.2158203
48584,-4.1042204,-14.811181,4.4127793
48585,-4.28892,-14.618719,4.0801997
48586,-4.17052,-14.946523,3.98486
48587,-4.160099,-14.47254,3.66108
48588,-4.34134,-14.681037,3.9879403
48589,-4.1594996,-14.555321,3.68196
48590,-4.0307,-14.76608,4.3092403
48591,-4.2197995,-14.346059,3.7338994
48592,-3.9524596,-14.405802,3.7614796
48593,-4.2293196,-14.9349785,3.8698404
48594,-4.001039,-14.756141,3.4458194
48595,-4.1096997,-14.404321,3.9421797
48596,-4.4390597,-14.182841,3.8135
48597,-4.2641597,-14.23228,3.9155197
48598,-4.1867204,-14.218541,3.8595195
48599,-4.2789407,-14.426161,3.8189404
48600,-3.9834394,-14.3046,3.9047594
48601,-4.12596,-14.438541,3.8584607
48602,-4.242561,-14.253219,4.0479193
48603,-4.043181,-14.529221,4.29694
48604,-3.9842803,-14.701141,3.97086
48605,-4.2617803,-14.663619,4.0168204
48606,-3.8475802,-14.78814,4.0213404
48607,-4.17028,-14.669239,4.1493206
48608,-4.31286,-14.613458,3.9491003
48609,-4.22566,-14.554538,4.1309395
48610,-4.40572,-14.782162,3.8589396
48611,-3.882939,-15.227578,4.2994394
48612,-4.1752996,-15.036778,4.047021
48613,-4.0760202,-14.823221,4.03892
48614,-4.31832,-15.00348,4.2516193
48615,-4.055061,-15.073898,4.4933605
48616,-4.0063396,-14.758821,4.21496
48617,-3.93428,-14.804461,3.9825191
48618,-4.25444,-15.035119,4.35954
48619,-3.9173403,-14.977437,4.5564795
48620,-3.89268,-15.009498,4.30482
48621,-3.7251196,-15.053,4.4228005
48622,-3.8942,-15.059277,4.6398993
48623,-4.371,-14.67858,3.834901
48624,-4.2797394,-14.838381,4.0650597
48625,-4.018501,-14.9518795,4.5393796
48626,-4.4304194,-14.73418,4.27758
48627,-4.1171207,-14.891241,4.5155196
48628,-4.0681796,-14.963101,4.4011393
48629,-3.7626998,-14.724962,4.5543594
48630,-3.7059798,-14.644021,4.3444004
48631,-3.8789196,-14.984299,4.28924
48632,-3.8459392,-15.113898,4.5569596
48633,-3.83652,-15.44112,4.514541
48634,-3.9954994,-15.085581,4.2148805
48635,-4.17486,-14.78176,4.0774994
48636,-3.7685597,-15.178999,4.3634195
48637,-3.9283998,-14.749279,4.12746
48638,-3.9995809,-14.961479,3.8714998
48639,-3.8404405,-14.97976,4.239719
48640,-4.0048604,-15.02398,4.4547796
48641,-4.0469193,-14.981062,4.463879
48642,-3.8291,-14.639161,4.3364596
48643,-3.8301,-14.999022,4.41062
48644,-3.8432395,-14.81176,4.1960807
48645,-3.5930595,-15.55812,4.57386
48646,-4.17604,-15.252182,4.3243403
48647,-3.87902,-15.034121,4.1697593
48648,-3.9511201,-15.105403,4.4720006
48649,-3.7598605,-15.064258,4.50364
48650,-3.6761005,-15.037563,4.23508
48651,-3.8327403,-14.980039,4.1854205
48652,-3.7058797,-15.087137,4.25596
48653,-4.02376,-15.019758,4.4323597
48654,-4.1279793,-15.497542,4.5466
48655,-4.02982,-14.915378,4.20292
48656,-4.3045993,-15.156058,4.1999197
48657,-3.9215596,-14.780295,3.7723796
48658,-3.8652,-14.688499,4.4811006
48659,-3.87738,-15.101558,4.1400805
48660,-3.9145398,-15.288359,4.340141
48661,-4.33914,-14.942224,4.412
48662,-4.0903397,-14.97408,4.5405
48663,-4.147,-15.218875,4.9810605
48664,-4.0209002,-15.120876,4.9783998
48665,-4.1863413,-15.170879,4.714919
48666,-4.01948,-15.112699,4.72802
48667,-4.06918,-15.1357355,4.61738
48668,-4.1675205,-15.097339,4.9021792
48669,-3.9995592,-15.0979185,4.90532
48670,-3.92782,-15.1296,4.5428395
48671,-3.6044598,-15.04172,4.61054
48672,-3.7564995,-14.91808,4.34408
48673,-3.7906802,-14.806638,4.4731007
48674,-4.0432997,-15.187678,3.8980403
48675,-3.8852797,-14.78056,4.396859
48676,-3.7364595,-14.777477,4.4151397
48677,-3.6463203,-14.72056,4.4367194
48678,-3.6487198,-14.8558,4.30102
48679,-3.61948,-14.952899,4.0987797
48680,-3.7870598,-14.754717,4.3124204
48681,-3.7565591,-14.933938,4.7494593
48682,-3.44892,-14.999059,4.651261
48683,-3.9249597,-15.2099,4.3211594
48684,-3.6920598,-15.02336,4.2566395
48685,-3.9340203,-15.063563,4.23074
48686,-3.7543797,-14.819201,4.5458994
48687,-3.5876205,-15.269996,4.36364
48688,-3.71396,-15.079102,4.24068
48689,-3.8739598,-15.201677,4.44108
48690,-3.7062802,-15.037959,4.5446396
48691,-4.0516806,-14.92158,4.401901
48692,-3.8616402,-14.890579,4.38364
48693,-3.9245994,-15.07518,4.4438396
48694,-3.88632,-15.210119,4.2544193
48695,-3.9491796,-15.065402,4.03476
48696,-3.67106,-15.062978,4.40148
48697,-4.1711392,-15.288219,4.340701
48698,-3.6320596,-15.1071005,4.35122
48699,-3.6765993,-15.247218,3.9821599
48700,-3.9529397,-15.393697,3.8416
48701,-4.22328,-14.924317,4.004839
48702,-4.1222196,-14.914782,4.2412
48703,-4.1315002,-15.325702,4.20814
48704,-4.3328395,-15.389038,4.253
48705,-4.33676,-15.627779,4.318041
48706,-3.8291998,-15.18268,4.0922394
48707,-4.21586,-14.911396,3.69088
48708,-4.4426804,-15.450061,3.8082805
48709,-4.1684394,-15.254661,4.170521
48710,-4.3090396,-15.5451765,4.1339397
48711,-3.8501594,-15.09334,3.9986796
48712,-3.7094994,-15.078779,4.514681
48713,-3.8577404,-15.0431185,4.52796
48714,-4.16438,-14.712999,4.2485604
48715,-3.9897397,-15.171379,4.124639
48716,-3.9748,-15.060578,4.1058
48717,-4.0057797,-15.250161,3.96846
48718,-3.9418597,-14.918281,3.8175802
48719,-4.1406403,-15.067842,3.96756
48720,-4.2779207,-14.605336,3.8635004
48721,-4.3842006,-15.180683,4.54904
48722,-3.9710002,-15.363822,4.535421
48723,-3.699239,-15.13446,4.4508796
48724,-4.0603395,-15.047961,4.11432
48725,-3.8079998,-15.577001,4.5214405
48726,-3.5865402,-15.433599,4.5441794
48727,-3.7724998,-15.506402,4.69382
48728,-4.0868793,-15.424519,4.5639396
48729,-4.107101,-15.253379,4.45374
48730,-3.7164996,-15.006619,4.6172004
48731,-3.9835997,-15.08854,4.3361998
48732,-4.03238,-14.966139,4.2807803
48733,-3.7534204,-14.914099,4.3916993
48734,-3.6001205,-15.205019,4.6430607
48735,-3.4599397,-15.384681,4.26394
48736,-3.44784,-15.383738,3.8151388
48737,-3.6407402,-15.430879,4.147899
48738,-3.5631998,-15.0179405,4.1947002
48739,-3.97872,-14.907778,3.7200804
48740,-3.6252,-15.073998,4.1381803
48741,-3.6121402,-15.09512,4.1071396
48742,-4.2949605,-14.83272,3.7563596
48743,-4.0121794,-15.099763,3.843379
48744,-4.0645595,-15.537338,4.38966
48745,-4.01834,-15.20122,4.4296994
48746,-3.8116808,-14.9724,4.2079396
48747,-4.3670607,-15.382041,3.8866405
48748,-4.45082,-14.639996,3.8802395
48749,-3.59668,-15.0732,3.8404202
48750,-3.8216999,-15.215599,4.19938
48751,-3.5509002,-14.944581,4.0813212
48752,-4.0443993,-15.133981,4.0386806
48753,-4.0308595,-15.1027975,4.363221
48754,-4.1091394,-15.012438,3.8191795
48755,-4.2869196,-15.152,4.037221
48756,-3.8145602,-14.919337,4.0748005
48757,-3.9670596,-14.9919195,4.084541
48758,-3.89742,-14.819519,3.7580001
48759,-3.9856398,-14.678319,3.8426003
48760,-3.89638,-15.158623,3.8893993
48761,-3.9502199,-15.075923,3.7234795
48762,-3.9055996,-15.310579,3.74934
48763,-4.1300592,-14.607658,3.7626996
48764,-4.0267596,-14.475002,3.6463594
48765,-4.01914,-14.877084,3.8878396
48766,-3.89672,-14.54392,3.8527594
48767,-3.7625997,-14.645761,3.9353209
48768,-3.6457803,-15.027298,3.9313793
48769,-3.9982202,-15.089736,4.2535396
48770,-3.8945196,-15.333579,4.1505594
48771,-3.8795004,-15.630659,3.9760594
48772,-3.4962397,-15.374879,4.214799
48773,-4.10022,-15.182779,3.7979398
48774,-4.27704,-15.58148,3.8556201
48775,-4.1691003,-15.29102,4.01558
48776,-4.0927405,-15.352759,3.83416
48777,-4.0162,-15.285841,4.3291993
48778,-4.118319,-15.064279,4.2820396
48779,-4.30414,-14.955759,4.0427995
48780,-4.27794,-15.108937,4.20322
48781,-3.9939795,-14.907979,4.0062804
48782,-4.23172,-14.847096,3.9748995
48783,-4.1643,-15.003758,3.8472803
48784,-3.8879194,-14.872979,4.08254
48785,-4.30462,-15.253799,3.9984603
48786,-4.43296,-15.010442,3.5458605
48787,-3.9174597,-14.784518,4.1623597
48788,-4.0100594,-14.939039,4.0578403
48789,-3.9923198,-15.271981,3.5226202
48790,-3.7638597,-15.158541,3.5728989
48791,-4.2532797,-14.96266,4.1126194
48792,-4.4921203,-14.998342,3.8581603
48793,-4.25422,-14.74246,4.017619
48794,-4.5497394,-15.159317,3.8282204
48795,-4.0284605,-14.7453,4.0718193
48796,-4.0719004,-14.903719,3.7856798
48797,-3.9562597,-14.954402,3.58036
48798,-4.01672,-14.503842,3.8739798
48799,-4.1293797,-14.632339,3.9569795
48800,-4.0531993,-14.547499,3.84148
48801,-4.10804,-14.492599,4.18806
48802,-4.1967998,-14.530917,3.8719401
48803,-4.1254196,-14.3634405,3.9298208
48804,-4.1432,-14.78044,3.7971997
48805,-4.3388004,-14.398256,3.8824
48806,-4.2357993,-14.527202,3.8633003
48807,-3.93964,-14.548702,3.9670007
48808,-4.27328,-14.91194,4.09072
48809,-4.53314,-14.759378,3.8761992
48810,-4.0382805,-14.856981,3.9844809
48811,-4.25736,-14.842619,4.0955997
48812,-4.187599,-14.721159,3.96952
48813,-4.2769,-14.983863,4.2553396
48814,-4.0732803,-14.880857,3.8319201
48815,-4.1707993,-14.761858,4.280461
48816,-4.1709595,-14.877322,4.2878404
48817,-4.0003796,-14.69578,4.2402406
48818,-3.9639003,-14.799902,3.9082196
48819,-4.0205407,-14.70858,4.15506
48820,-4.2932,-14.925281,3.7092192
48821,-4.3784795,-14.7147,3.722241
48822,-4.22218,-14.69752,4.3031406
48823,-4.08836,-14.454983,4.3303
48824,-4.165239,-14.724301,4.25678
48825,-4.23066,-15.103023,4.1234407
48826,-3.995279,-14.67678,4.1831393
48827,-4.10712,-14.7418585,4.1532993
48828,-3.8876996,-14.7676,4.3665204
48829,-4.0355196,-15.18632,3.9553008
48830,-3.6938205,-15.172779,4.03202
48831,-4.03522,-15.237361,4.3495207
48832,-3.6375997,-15.0118,3.9955194
48833,-4.0866995,-15.20658,3.8933399
48834,-3.9527404,-14.885001,3.78548
48835,-3.7435405,-14.869939,4.0237803
48836,-3.78374,-14.827618,3.8942797
48837,-3.8942995,-15.206463,3.8447995
48838,-3.5552797,-15.487477,3.9973798
48839,-3.9556804,-14.830061,3.9618607
48840,-3.7095995,-14.84544,3.4706597
48841,-4.0408998,-14.751619,3.8002203
48842,-3.7628994,-14.802239,3.9667199
48843,-3.8667798,-15.344977,3.9439003
48844,-3.7938595,-15.039943,3.9144802
48845,-3.75928,-15.496179,4.12828
48846,-3.7185793,-14.630559,3.591261
48847,-3.9613795,-14.756939,3.9486396
48848,-3.7895203,-14.8302,3.9921396
48849,-4.13838,-14.918243,3.8104193
48850,-4.3090205,-14.74432,3.8758004
48851,-3.8840396,-14.89482,3.9386597
48852,-4.05774,-15.166959,4.38712
48853,-3.9688804,-14.873676,3.9645393
48854,-3.93854,-14.911639,3.9345198
48855,-4.2498603,-14.94802,3.9276395
48856,-4.4160604,-15.0733385,4.43394
48857,-4.3623996,-15.049179,4.1457796
48858,-4.0210795,-14.76082,3.6661208
48859,-4.4442596,-14.717041,3.59286
48860,-3.91934,-14.659317,3.5946798
48861,-4.1604795,-14.875558,3.5349011
48862,-3.7277195,-14.778861,4.1577206
48863,-3.9971197,-14.628657,3.8684597
48864,-4.1280203,-14.75598,3.91334
48865,-4.43936,-15.219859,4.1256194
48866,-4.416321,-15.041317,3.9693801
48867,-3.9643602,-14.896821,3.84586
48868,-4.1178193,-14.9127,4.21514
48869,-4.383539,-14.684262,3.9164596
48870,-4.055721,-14.501261,3.7303603
48871,-4.1793995,-15.003057,4.1563
48872,-4.0564404,-14.72702,3.6753795
48873,-3.9106793,-15.007078,4.0539193
48874,-3.78744,-14.874139,4.2056794
48875,-3.671939,-14.802258,3.9992394
48876,-3.7565203,-14.53068,4.1903806
48877,-4.0287395,-14.942778,4.0028996
48878,-4.009859,-14.391157,3.6974
48879,-3.9110594,-14.8619585,4.266741
48880,-4.26836,-14.702499,4.1533794
48881,-3.75174,-14.834159,4.2527194
48882,-3.9622993,-14.800142,3.9519799
48883,-3.7961802,-14.98128,3.9764192
48884,-4.114059,-14.760681,3.8098397
48885,-3.8026395,-14.58356,3.8214192
48886,-3.6838803,-14.56252,4.2247195
48887,-3.9345996,-14.6067,3.9195998
48888,-3.8265398,-15.004842,3.9335396
48889,-3.8951602,-14.86994,4.0056
48890,-3.6394,-14.731957,4.1721406
48891,-3.6703203,-14.9915,4.2067204
48892,-3.7063801,-14.688082,4.0063
48893,-3.5694597,-14.85032,3.9255602
48894,-3.7582197,-14.67816,3.8189397
48895,-3.909799,-14.6626,3.87004
48896,-3.6327999,-15.134838,4.167321
48897,-3.8395803,-14.8731785,4.1700397
48898,-3.7522006,-14.7910385,3.8584602
48899,-3.8224,-14.686979,4.0173798
48900,-3.6964002,-14.9589815,3.631519
48901,-4.000119,-15.092397,4.063459
48902,-3.79544,-14.611085,4.3985786
48903,-4.13992,-14.694881,3.8429992
48904,-3.9527001,-14.679599,4.1684995
48905,-3.7313604,-14.55926,4.2207794
48906,-3.7113204,-14.740038,4.1274595
48907,-4.1461,-15.038219,4.26096
48908,-4.0368595,-14.7721,4.118739
48909,-4.01358,-14.962517,3.8734002
48910,-4.1891794,-15.246179,3.8494604
48911,-3.82142,-14.873218,3.8008394
48912,-4.103881,-14.995759,3.8749597
48913,-4.1937804,-14.772598,3.9246597
48914,-3.8310797,-15.058082,4.1887407
48915,-4.10216,-15.091519,4.14386
48916,-4.11802,-15.084781,3.7555609
48917,-3.9556396,-15.103957,3.9426196
48918,-4.1431813,-15.06766,3.9295
48919,-4.1712203,-15.115378,3.864
48920,-3.8673604,-14.862778,3.90022
48921,-3.4517999,-14.646917,3.88754
48922,-3.8699405,-15.089999,3.8583794
48923,-3.8197603,-15.340201,4.1963
48924,-3.7908,-14.958121,4.2644606
48925,-3.885,-14.8522215,3.8606002
48926,-4.04366,-14.669101,3.7799196
48927,-3.6798604,-14.845418,4.2629395
48928,-3.8964393,-14.156961,3.9155397
48929,-3.7471395,-14.78496,4.11614
48930,-3.9782403,-15.00936,3.9912398
48931,-3.9317398,-15.165161,4.0008407
48932,-4.0459194,-14.9899,4.0036397
48933,-3.9660597,-15.0894,4.13566
48934,-3.8545406,-14.8879595,3.9431593
48935,-3.67136,-14.563381,3.9866803
48936,-3.9859393,-14.598862,4.02298
48937,-4.0450397,-14.44326,3.7546203
48938,-4.03148,-14.873958,4.1912003
48939,-3.6282403,-14.891059,4.1979795
48940,-3.61526,-15.124503,3.86328
48941,-4.05066,-14.854001,4.0267596
48942,-3.6460998,-15.597758,3.99386
48943,-3.56864,-15.1379795,4.2042394
48944,-3.66438,-15.368619,4.0488806
48945,-4.0062394,-15.261162,4.142379
48946,-4.10088,-14.944599,3.7101398
48947,-4.13282,-14.858661,3.8801806
48948,-3.8049595,-15.342438,3.9604204
48949,-4.0180798,-15.15408,3.718761
48950,-3.7476406,-14.9063635,4.09478
48951,-3.9872,-14.87456,3.90682
48952,-4.001819,-15.389258,4.0491405
48953,-3.8833609,-15.113762,3.9932394
48954,-3.78506,-15.363898,3.8539
48955,-4.11098,-14.951578,3.6916997
48956,-4.1376796,-14.515243,3.61778
48957,-4.0808797,-14.720239,3.67626
48958,-4.2781005,-14.712581,3.6871
48959,-4.0129995,-14.688299,3.71814
48960,-4.127859,-14.98252,4.060021
48961,-3.7876804,-14.8911,4.069519
48962,-3.8165195,-14.772637,4.3080997
48963,-3.8116,-14.727681,4.35428
48964,-3.7320395,-14.75814,4.0393596
48965,-3.7178001,-14.648382,3.8953807
48966,-3.5160797,-14.558138,3.93898
48967,-3.8480196,-14.775718,4.0608006
48968,-3.8858001,-14.79952,3.9750597
48969,-3.8103204,-14.457899,3.8886003
48970,-4.0809793,-14.813138,4.0987997
48971,-4.0598598,-15.06034,4.1531205
48972,-3.7862606,-14.671422,3.9767394
48973,-3.8062406,-14.987479,4.31716
48974,-3.5688403,-14.788118,4.595879
48975,-4.0857797,-14.79846,3.9261203
48976,-3.9261599,-14.6745405,3.91992
48977,-3.9875188,-15.0061,4.2029796
48978,-4.4003205,-14.705258,4.04454
48979,-4.07178,-14.906682,3.9704006
48980,-3.8210604,-14.891399,4.4178996
48981,-3.4557996,-14.981137,4.15328
48982,-3.9106603,-14.795058,4.2652597
48983,-3.72678,-14.861821,4.3362193
48984,-3.55128,-14.580239,4.4692197
48985,-3.586501,-14.6181,4.37398
48986,-3.76618,-14.61326,4.6202397
48987,-3.874721,-14.681802,4.3187795
48988,-4.0145793,-14.688721,4.4575596
48989,-4.0419803,-14.234401,4.0184193
48990,-3.6275198,-14.812459,4.0189605
48991,-3.8845,-14.815779,3.8536994
48992,-4.3428187,-14.714458,3.9186807
48993,-3.9048603,-15.002661,4.15442
48994,-4.04514,-14.696539,4.2224593
48995,-3.7901797,-14.628599,4.0481997
48996,-3.9558804,-14.708358,4.41138
48997,-4.0664797,-14.865901,4.3666987
48998,-4.1928,-14.769219,4.2874002
48999,-4.2094,-14.36378,4.00462
49000,-4.0798,-14.3977585,4.12092
49001,-4.06102,-14.566118,4.0381193
49002,-3.9707,-14.545441,4.144941
49003,-3.9909995,-14.609499,4.2870603
49004,-4.0957804,-14.463699,4.0977397
49005,-4.0502,-14.3172,3.8856196
49006,-3.6487205,-14.598738,3.8603005
49007,-3.7095199,-14.845801,4.2573404
49008,-4.126179,-15.202259,4.1487603
49009,-3.8440802,-15.30696,4.0375204
49010,-4.2057405,-15.319939,4.0324793
49011,-3.8777204,-15.148339,4.0121393
49012,-4.20766,-14.968842,3.8975399
49013,-4.4216394,-14.872263,3.9294589
49014,-4.03712,-14.592499,4.091579
49015,-4.0829396,-14.8281975,4.24158
49016,-4.2074203,-14.642759,4.1028
49017,-4.1419797,-14.630022,3.9406004
49018,-4.0359197,-14.75068,3.9523802
49019,-3.79486,-14.814719,4.04186
49020,-4.1195,-14.842579,3.9337802
49021,-3.5565994,-15.113442,3.9863393
49022,-4.3897605,-15.125158,3.9248595
49023,-4.29502,-14.756419,3.7513006
49024,-3.9498203,-14.752221,3.7341793
49025,-4.3948,-14.96174,3.7583597
49026,-4.5372605,-14.92778,3.9158602
49027,-4.2119193,-14.259081,3.64568
49028,-4.523619,-14.963079,4.05584
49029,-3.8847995,-14.49266,4.00956
49030,-4.1432996,-14.8866205,4.1272798
49031,-4.0519404,-14.8353405,4.0386596
49032,-4.02904,-15.092621,3.9436803
49033,-3.9297192,-14.664559,3.7950194
49034,-3.75532,-14.62442,3.7231197
49035,-4.0125804,-14.642079,4.035359
49036,-4.0989995,-15.115659,3.9315999
49037,-3.9002593,-14.99286,3.9403403
49038,-4.1919403,-14.933159,3.8401594
49039,-4.0283995,-15.005604,4.0006404
49040,-4.26736,-14.94322,4.0148
49041,-4.0719204,-14.5592,3.8788605
49042,-4.0207396,-14.41382,3.77732
49043,-3.5143795,-14.63926,4.0386004
49044,-4.0164,-14.537856,3.7962005
49045,-3.8087597,-14.723359,3.8333
49046,-3.89518,-15.059841,3.91278
49047,-4.08364,-15.121801,4.2079988
49048,-4.203,-15.126859,3.9538403
49049,-4.1647596,-14.724019,3.95912
49050,-4.199541,-14.30846,3.88854
49051,-4.27534,-14.5277195,3.8218193
49052,-4.476679,-14.9379,4.0252604
49053,-4.2710404,-14.730682,4.1276603
49054,-4.490059,-15.031058,4.14082
49055,-4.17666,-14.782081,3.8433597
49056,-4.1253204,-14.722776,4.0792994
49057,-4.0551004,-14.512679,4.01936
49058,-4.0865793,-14.427518,3.9799798
49059,-4.29486,-14.683297,4.064921
49060,-4.09962,-14.423898,3.88854
49061,-3.89256,-14.289879,3.9540591
49062,-4.2506,-14.500142,4.1226
49063,-3.8860197,-14.647881,4.2281604
49064,-4.28082,-15.22758,3.76088
49065,-4.2019997,-15.177462,3.7487009
49066,-4.40822,-14.99676,3.7362602
49067,-4.0574803,-15.270417,4.43724
49068,-4.34634,-14.770039,4.0168796
49069,-4.2312403,-14.791482,3.6847606
49070,-4.24936,-14.667178,3.7348595
49071,-4.15524,-14.520858,4.00032
49072,-3.9065187,-14.719139,3.9748003
49073,-4.55896,-14.535359,3.78064
49074,-4.6842604,-14.440822,3.6441214
49075,-4.4301596,-14.387981,3.7580395
49076,-4.5368805,-14.644082,3.8229797
49077,-4.3280993,-14.29226,3.7979198
49078,-4.13092,-14.73644,4.25374
49079,-4.2746005,-14.4112425,3.9841406
49080,-4.3866,-14.695677,4.010099
49081,-4.1018205,-14.270619,3.7985005
49082,-4.1395397,-14.74704,4.06954
49083,-3.9290597,-14.519921,3.9603195
49084,-3.7905803,-14.606281,4.2615404
49085,-4.18836,-14.846999,4.15566
49086,-4.3486595,-15.156037,4.0707397
49087,-4.55446,-14.602042,4.050539
49088,-4.5115395,-14.881062,3.8697004
49089,-4.5644403,-14.515819,4.1339407
49090,-4.4918795,-14.74342,4.3650794
49091,-4.4402604,-14.664459,3.7818193
49092,-4.32782,-14.854838,4.00482
49093,-4.4621997,-14.214142,3.8689795
49094,-4.8937397,-14.75134,3.8573806
49095,-4.5082793,-15.046458,3.9786208
49096,-4.3596396,-14.601275,4.0989594
49097,-4.48144,-14.649638,3.8294997
49098,-5.0075793,-14.494537,3.3303795
49099,-4.990859,-14.697218,3.2038603
49100,-4.849139,-14.6568165,3.45098
49101,-4.45132,-14.850981,3.81156
49102,-4.2381396,-14.645558,3.5972395
49103,-4.6288795,-14.49562,3.5713997
49104,-4.4965405,-14.850381,3.9168005
49105,-4.85286,-14.54562,3.7956402
49106,-4.9344006,-14.41736,3.71418
49107,-4.6033797,-14.525121,3.775619
49108,-4.5185795,-14.604381,3.8726
49109,-5.00632,-14.290797,3.5079598
49110,-4.55226,-14.443178,3.9029198
49111,-4.8289204,-14.455562,3.702259
49112,-4.532079,-14.69218,3.7115397
49113,-4.7887793,-14.7201805,3.5797994
49114,-4.51416,-14.265677,3.5097997
49115,-4.633099,-14.473079,3.57388
49116,-4.71596,-14.439096,3.9922798
49117,-4.9961805,-14.535579,3.6293588
49118,-4.97526,-14.418939,3.90826
49119,-5.01844,-14.323901,3.7528203
49120,-4.79426,-14.413558,3.6684191
49121,-4.4502,-14.970221,4.03794
49122,-4.8625793,-15.047142,3.4186
49123,-4.3837204,-14.576339,3.46752
49124,-4.54894,-14.575359,3.51418
49125,-4.5893397,-14.64436,3.5658803
49126,-4.3286195,-14.6295395,3.5170794
49127,-4.5396395,-14.999082,3.4494796
49128,-4.69462,-14.931621,3.8056204
49129,-4.6097007,-14.89786,3.5009596
49130,-4.7859397,-14.671021,3.3452787
49131,-4.5245996,-14.4959,3.3935397
49132,-4.1791196,-14.676319,3.8091402
49133,-4.73618,-14.687203,3.733339
49134,-4.46358,-14.8100605,3.5748804
49135,-4.56994,-14.74106,3.9930394
49136,-4.5939593,-14.5017185,3.82464
49137,-4.36192,-14.432159,3.8373199
49138,-4.4338403,-14.795861,3.4862804
49139,-4.4942,-14.997938,3.9494402
49140,-4.5311003,-15.185339,3.7393203
49141,-4.6219397,-14.579621,3.6790411
49142,-4.4678,-15.255598,3.8824399
49143,-4.2743807,-14.908839,3.8413198
49144,-4.4505796,-15.015681,4.1165605
49145,-4.566999,-15.159518,3.9886599
49146,-4.49232,-15.364637,4.1355796
49147,-4.16454,-15.190902,4.2341
49148,-3.9615798,-15.464818,3.9244401
49149,-4.30776,-15.502059,4.2746997
