keyframe,x,y,z
49150,-4.3974605,-15.42322,4.13202
49151,-4.2641993,-15.005621,4.1592
49152,-4.1905,-15.05688,4.0278797
49153,-4.5555596,-14.947316,3.9151204
49154,-4.03664,-14.863238,4.05358
49155,-4.1949797,-15.663622,4.0705
49156,-4.4520597,-14.8627205,4.104759
49157,-4.4821005,-14.903299,4.344421
49158,-4.39048,-14.989541,3.91644
49159,-4.457881,-15.111099,4.1522403
49160,-3.9611397,-15.453439,4.4531994
49161,-4.581939,-15.53664,4.1198196
49162,-4.6162,-15.39366,4.4398994
49163,-4.332079,-15.0672,3.9616997
49164,-4.20544,-15.128479,4.1043205
49165,-4.4758406,-14.876559,3.8450198
49166,-4.75756,-14.638041,3.559379
49167,-4.63768,-15.233481,4.10648
49168,-4.5172195,-15.073298,4.161201
49169,-4.71382,-14.897959,3.5256991
49170,-4.7623205,-14.8416195,3.730261
49171,-4.8018794,-14.868918,3.6362798
49172,-4.82684,-15.156442,3.4782007
49173,-4.7294006,-14.230239,3.5071194
49174,-4.7699003,-14.924376,3.4685194
49175,-4.8588195,-14.648839,3.47754
49176,-4.4803395,-14.590701,3.7707992
49177,-4.7118998,-14.296398,3.4721801
49178,-4.5396395,-14.982579,3.9697201
49179,-4.8883195,-14.8148985,3.74466
49180,-4.9930997,-14.462703,3.5058398
49181,-5.0159593,-14.619581,4.0740604
49182,-4.56398,-14.651018,3.8910196
49183,-4.52816,-14.469197,3.7277598
49184,-4.540459,-14.802041,3.57394
49185,-4.7351794,-14.304979,3.6430795
49186,-4.4794803,-14.720581,3.8076804
49187,-4.3548007,-14.895801,3.7384198
49188,-4.38406,-14.84266,4.06254
49189,-4.4681396,-14.83852,3.7734609
49190,-4.20838,-15.408359,3.8265
49191,-4.3928394,-15.343658,4.0958
49192,-4.2935004,-14.82224,3.5695992
49193,-4.779441,-14.999701,3.3109393
49194,-4.67874,-15.21344,3.5175192
49195,-4.67656,-14.651459,3.5191994
49196,-4.1684394,-15.220037,3.59566
49197,-4.361239,-15.410339,3.4993396
49198,-4.44106,-15.35764,4.1502805
49199,-4.26778,-15.63784,4.16746
49200,-4.4983006,-15.079861,4.262
49201,-4.4826207,-14.888559,3.9094994
49202,-4.33184,-14.894699,3.8613205
49203,-4.5624604,-14.380179,3.8974795
49204,-4.6562605,-14.356698,3.7045398
49205,-4.7529993,-14.3712,3.5702002
49206,-4.5949006,-14.815901,3.9799
49207,-4.449661,-14.697459,4.2669
49208,-4.36142,-14.702479,3.97506
49209,-4.3308997,-15.109838,4.35464
49210,-4.61118,-14.94132,3.9178398
49211,-4.67614,-15.006557,3.9873595
49212,-4.5980396,-15.046639,4.05226
49213,-4.3107004,-15.22728,4.0302997
49214,-4.1738205,-14.910697,3.8776393
49215,-4.404879,-15.051004,3.8923192
49216,-4.16072,-14.959079,3.7439797
49217,-4.4689,-14.947441,4.07836
49218,-4.199241,-14.705698,3.364199
49219,-4.007399,-15.034443,3.9221196
49220,-4.0509205,-14.913258,3.8392198
49221,-4.0248995,-14.889301,3.6401014
49222,-4.16398,-14.650758,3.4937801
49223,-4.04472,-15.075479,3.87672
49224,-4.28516,-14.830118,4.1063204
49225,-4.3686004,-15.151818,3.9925597
49226,-4.41794,-15.331739,4.3134193
49227,-4.17362,-15.369338,4.0108805
49228,-4.394,-15.2700615,4.0168796
49229,-4.5628805,-15.005842,3.8719997
49230,-4.3390403,-14.92128,3.77174
49231,-4.4726005,-15.377098,4.0542793
49232,-4.1848598,-15.246519,3.8820398
49233,-4.3884206,-14.875101,3.7216804
49234,-4.49646,-15.122259,3.92416
49235,-4.4015403,-14.664141,3.8395596
49236,-4.56474,-14.819059,4.20342
49237,-4.42072,-14.7278595,3.9081998
49238,-4.04402,-14.73088,3.56366
49239,-4.2306995,-14.518499,3.8690193
49240,-4.3827796,-14.704559,3.878199
49241,-4.2560596,-14.884962,3.82682
49242,-4.0652604,-15.001399,4.0798197
49243,-4.1388,-14.910839,3.8661797
49244,-4.4743004,-14.632299,3.9204783
49245,-4.4597797,-14.728521,4.379159
49246,-4.1407194,-15.034139,4.142221
49247,-4.0110598,-14.743594,4.3475604
49248,-4.07704,-14.56254,3.9697003
49249,-4.33734,-14.596062,3.9182196
49250,-4.2612395,-14.523199,3.8064797
49251,-4.16756,-14.851438,3.8467598
49252,-4.1951804,-14.512161,3.6657808
49253,-4.54794,-14.676059,4.0114403
49254,-4.5722594,-14.447922,3.6920402
49255,-4.13452,-14.943381,3.7838192
49256,-4.3058,-14.667718,3.8115194
49257,-4.1209793,-14.659138,3.9712996
49258,-4.0434,-15.063298,3.9751406
49259,-3.994139,-14.881519,3.7315412
49260,-3.8928397,-14.615597,3.72484
49261,-4.03004,-14.491021,3.73774
49262,-4.350479,-14.584857,3.9744396
49263,-4.56592,-14.699657,3.8100607
49264,-4.34416,-14.315637,3.94902
49265,-4.40878,-14.412219,3.81674
49266,-4.340359,-14.938341,4.0894
49267,-4.4717,-14.3592205,4.48216
49268,-3.8692403,-14.59998,4.1108994
49269,-4.025059,-14.575959,3.82112
49270,-4.3204994,-14.28568,4.08894
49271,-4.06848,-14.883379,4.2719207
49272,-4.0641,-14.888141,4.0010195
49273,-4.3550396,-14.761219,3.6222599
49274,-4.52022,-14.589161,3.76614
49275,-4.3599396,-14.6836605,3.9500396
49276,-4.4102006,-14.582903,3.9835603
49277,-4.0349793,-14.19224,3.6227002
49278,-4.3409195,-14.767122,4.509939
49279,-4.1830006,-14.333501,4.0375996
49280,-4.24576,-14.242259,3.8220196
49281,-4.1561794,-14.39604,3.7300193
49282,-4.012901,-14.562,3.7069998
49283,-4.4883995,-14.155859,3.8037796
49284,-4.1114397,-14.105778,4.0061994
49285,-3.9246197,-14.244299,3.7400408
49286,-4.1696,-14.031897,3.5487392
49287,-3.9974196,-14.657058,3.9109793
49288,-4.09646,-14.395261,3.89866
49289,-3.8644402,-14.823539,3.7275
49290,-4.2206593,-14.617718,3.97412
49291,-4.362539,-14.233199,3.9508996
49292,-4.3147397,-14.538081,4.1259
49293,-4.1297197,-14.567461,4.02816
49294,-4.34158,-14.671902,3.8936598
49295,-4.367279,-14.557697,3.7428806
49296,-4.2880006,-14.750642,4.14798
49297,-4.3087397,-14.36426,4.069121
49298,-4.2366405,-14.831218,4.1123796
49299,-4.3635,-14.777963,3.9455602
49300,-4.1116605,-14.741318,3.9400394
49301,-4.4010606,-14.801899,4.2117805
49302,-4.0664997,-14.442075,3.9548604
49303,-4.1595597,-14.712622,3.8612196
49304,-4.2957,-15.106023,4.20612
49305,-4.3974404,-14.894139,4.0214596
49306,-3.9624393,-14.9047985,3.8434606
49307,-4.25098,-14.956477,4.0017185
49308,-4.2159605,-15.283941,3.8317401
49309,-4.46062,-15.27504,3.8771996
49310,-4.0740805,-15.50592,4.14734
49311,-4.30722,-14.892001,3.8903406
49312,-3.8615599,-15.163481,3.74532
49313,-3.9995596,-14.95058,3.7453396
49314,-4.5716395,-15.337858,3.6141598
49315,-4.5257006,-14.831521,3.5352397
49316,-4.3667207,-14.637562,3.47368
49317,-4.2546597,-14.722658,3.939179
49318,-4.294159,-14.54352,3.8057199
49319,-4.6268,-14.95254,3.8334796
49320,-4.12792,-14.7517,3.7835
49321,-3.9641204,-14.496039,3.99018
49322,-4.2328196,-14.983421,4.05536
49323,-3.9595993,-15.127121,4.25932
49324,-4.2724605,-15.063982,4.0387797
49325,-4.18868,-15.150319,3.8331203
49326,-4.11402,-14.774359,3.7873003
49327,-3.9477394,-14.9294195,3.4478002
49328,-3.9935,-14.635861,3.56858
49329,-4.0201993,-14.495319,3.8524392
49330,-4.22142,-14.745582,3.7092996
49331,-4.0133395,-14.637521,3.63512
49332,-4.0706396,-14.817561,3.8680792
49333,-4.198059,-14.562261,3.4534197
49334,-4.01196,-14.77898,4.10054
49335,-4.2091007,-14.574961,3.7908008
49336,-4.4275804,-14.898142,3.7410805
49337,-4.645779,-15.2201805,3.5286195
49338,-4.3179593,-14.884899,3.79928
49339,-3.9210603,-14.940859,3.7764196
49340,-3.7625406,-14.834919,3.89186
49341,-4.0735197,-15.06404,4.00204
49342,-3.9014595,-15.1231575,3.6563003
49343,-3.8927603,-15.310839,3.91664
49344,-4.1119404,-15.204819,3.9412603
49345,-4.18902,-14.87308,3.688641
49346,-4.25894,-14.948117,4.0267386
49347,-4.47582,-15.144642,3.9649
49348,-4.2612,-15.0115595,3.7700405
49349,-4.21886,-15.148121,3.71734
49350,-4.2704005,-15.215499,3.7956004
49351,-4.029761,-15.23056,3.8709798
49352,-4.5878205,-14.942259,3.70146
49353,-4.13924,-14.7323,4.2132797
49354,-4.2766604,-14.903082,4.0850797
49355,-4.1361,-15.519004,4.2607985
49356,-3.9826598,-14.71658,4.1241403
49357,-3.8724399,-15.337758,3.943
49358,-4.30102,-15.125341,4.0054197
49359,-4.03106,-15.140879,3.7835
49360,-4.2087398,-14.597218,3.9693596
49361,-4.0524597,-14.811899,3.73226
49362,-4.5888996,-14.4855175,3.45844
49363,-4.21422,-14.78518,3.40158
49364,-4.10104,-14.586341,3.5658407
49365,-4.3898196,-14.825157,3.7249792
49366,-4.0187397,-14.767718,3.4809794
49367,-4.619461,-14.737537,3.1139398
49368,-4.3783007,-15.05454,3.7147992
49369,-4.3268003,-14.7096,3.6269002
49370,-4.2057195,-15.00348,3.7915795
49371,-4.4528193,-14.4997015,3.74954
49372,-4.2736397,-15.080262,3.6817997
49373,-4.2531996,-15.04726,3.6988802
49374,-4.5829,-15.487297,3.945281
49375,-4.4938793,-15.741399,3.9218395
49376,-4.2698593,-15.487899,3.7294805
49377,-4.00798,-15.535061,3.6410806
49378,-4.3534,-15.513421,3.346161
49379,-4.06386,-15.320339,3.9436395
49380,-4.0966396,-15.374221,3.4698
49381,-4.12666,-15.227921,3.48388
49382,-4.43856,-15.06548,3.5433795
49383,-4.3636804,-15.09302,3.5465796
49384,-4.54604,-14.993741,3.5825799
49385,-4.1666794,-15.083438,3.745061
49386,-4.2662,-15.21948,3.4685602
49387,-4.5205603,-15.031518,3.6725998
49388,-4.44334,-15.3312,3.5502203
49389,-4.2363,-15.487837,3.80648
49390,-4.38578,-15.29812,3.4931195
49391,-4.7056003,-15.647261,4.2266593
49392,-4.43854,-15.292297,4.060001
49393,-4.6366606,-15.56288,3.7712197
49394,-4.840579,-15.282901,3.9173596
49395,-4.3850603,-15.156538,3.7202795
49396,-4.2198005,-15.354702,3.7018
49397,-4.3637795,-15.433819,3.9460397
49398,-4.38544,-15.416761,3.7684996
49399,-4.72658,-15.734556,4.2325206
49400,-4.58866,-15.48894,4.058319
49401,-4.6433806,-15.15772,3.8305602
49402,-4.553439,-15.628563,3.76932
49403,-4.22228,-15.469299,3.889059
49404,-4.1473603,-15.513041,3.9014804
49405,-4.15298,-15.180499,4.00692
49406,-4.4391603,-15.60292,4.1355205
49407,-4.19378,-15.124939,4.0150003
49408,-4.34304,-15.791343,4.1191597
49409,-4.1071,-15.552117,4.2014003
49410,-4.129919,-15.534419,4.2421403
49411,-4.0095196,-15.54842,4.0252995
49412,-4.3530803,-15.116478,4.3373003
49413,-4.2221994,-15.310499,4.0871806
49414,-4.18226,-15.219583,4.1924996
49415,-4.1125197,-15.578901,3.964601
49416,-4.13864,-15.530838,3.9559202
49417,-4.26074,-15.5473,4.182661
49418,-4.1063194,-15.569399,4.11632
49419,-4.3140397,-15.570016,4.3407397
49420,-4.1289196,-15.348817,4.24006
49421,-4.2621994,-15.256318,3.7889993
49422,-4.1860595,-15.210658,4.0494394
49423,-4.1452403,-15.484238,4.0898585
49424,-4.0615797,-15.568937,3.9141412
49425,-4.0778203,-15.144498,3.8021996
49426,-4.19626,-15.15312,4.0961003
49427,-4.3253994,-15.631458,3.8929403
49428,-4.17168,-15.572179,4.253879
49429,-4.3194795,-15.514477,4.3169193
49430,-4.3174396,-15.638302,4.40984
49431,-4.0974607,-15.7775755,3.9501193
49432,-4.28978,-16.0779,4.24954
49433,-4.2089996,-15.522897,4.238701
49434,-4.2368193,-15.59974,4.519339
49435,-4.5596004,-15.624199,4.59658
49436,-4.5058002,-16.028318,4.1296
49437,-4.6070204,-15.713538,4.2931995
49438,-4.3498197,-15.867861,4.3934803
49439,-4.7113004,-15.58924,3.9896798
49440,-4.3701997,-15.833999,4.5973997
49441,-4.3562603,-15.96958,4.13
49442,-4.4096403,-15.870521,3.8950005
49443,-4.38362,-15.782996,3.8164804
49444,-4.505601,-15.597098,4.2689786
49445,-4.4118605,-15.3452015,4.42538
49446,-4.4319806,-15.83706,4.15962
49447,-4.4312396,-15.698437,4.34306
49448,-4.5074196,-15.54514,4.2137804
49449,-4.5988193,-15.553939,4.4441605
49450,-4.5070796,-15.3065405,4.3915
49451,-4.2293205,-15.392423,4.32888
49452,-4.5851,-15.534141,4.28036
49453,-4.63334,-15.110199,4.2078204
49454,-4.3504195,-15.58894,4.6789403
49455,-3.97778,-15.1990595,4.68156
49456,-4.18454,-14.962701,4.41566
49457,-4.0967994,-15.677601,4.4963603
49458,-4.2359605,-15.362781,4.3674
49459,-4.23208,-15.260059,4.725479
49460,-4.1572394,-15.146401,4.29558
49461,-4.0957804,-15.14874,4.3365197
49462,-4.0274596,-15.113002,4.1598797
49463,-4.08984,-15.283776,4.2123203
49464,-3.8898602,-15.339802,4.2269406
49465,-3.9582,-15.60378,4.56444
49466,-4.3972397,-15.494143,4.085561
49467,-4.5203805,-15.2179575,4.1250596
49468,-4.3695006,-15.07394,4.4211993
49469,-4.43174,-15.057981,4.2017393
49470,-4.2275195,-15.323601,4.3507404
49471,-4.3827796,-15.000761,4.3123407
49472,-4.57824,-15.00488,4.302319
49473,-4.63088,-15.1709385,4.352
49474,-4.56122,-14.78062,4.1956596
49475,-4.1253595,-15.330278,4.4752197
49476,-4.3168206,-15.1801405,4.39102
49477,-4.5204196,-15.247119,4.7533402
49478,-4.3765397,-15.136799,4.4009995
49479,-4.1721807,-14.839179,4.24818
49480,-4.2766004,-15.22618,4.2506404
49481,-4.0672793,-15.7460985,4.6400394
49482,-3.9766002,-15.662598,4.33174
49483,-4.0745,-15.547919,4.5767198
49484,-3.9422405,-15.038642,4.4194193
49485,-4.19532,-15.39768,3.9072804
49486,-4.0444994,-15.481143,4.4650803
49487,-4.20424,-15.12234,4.5457997
49488,-4.3611393,-15.14968,4.36772
49489,-4.1140394,-15.142061,4.5625806
49490,-4.17786,-15.108218,4.5426397
49491,-4.3916197,-15.30346,4.4832797
49492,-4.08884,-14.9707,4.4508395
49493,-4.0673804,-15.084823,4.1113
49494,-4.1371403,-14.756079,4.0631204
49495,-4.2447596,-15.147616,3.99184
49496,-4.0504193,-15.021441,4.8034196
49497,-4.2173195,-15.0736,4.4610395
49498,-4.323439,-15.307498,4.499061
49499,-4.247979,-15.04528,4.3896794
49500,-4.2850003,-14.892219,4.0920606
49501,-3.9242404,-15.145896,4.4455004
49502,-4.2301,-14.92758,4.256561
49503,-3.9491196,-15.05414,4.4313593
49504,-4.11854,-14.775781,4.1295605
49505,-4.2104397,-14.888282,4.0128007
49506,-4.0732,-14.7320175,4.0180597
49507,-4.21444,-14.98098,4.1549
49508,-4.3248005,-15.37756,4.3653803
49509,-4.5092597,-14.781141,3.9102995
49510,-4.161781,-15.065182,4.370841
49511,-4.439999,-15.26876,4.277961
49512,-4.2710605,-15.125185,4.4503603
49513,-4.4224796,-14.771257,3.9547594
49514,-4.36314,-14.98534,4.0428195
49515,-4.40344,-15.2542,4.3843403
49516,-4.3207,-15.596578,4.3876405
49517,-4.1497407,-15.097499,4.1254196
49518,-4.2352805,-15.358479,4.14442
49519,-4.2810593,-15.032899,4.0635605
49520,-4.16288,-15.137797,4.244699
49521,-4.39924,-15.637178,4.41174
49522,-4.18514,-15.235182,4.5647407
49523,-4.55656,-15.466579,4.46168
49524,-4.4509,-15.352579,4.5367002
49525,-3.9847195,-15.547622,4.350501
49526,-4.3251395,-15.41328,4.27358
49527,-3.9832,-15.155537,4.1316595
49528,-4.0468197,-15.178138,4.38028
49529,-3.9200804,-15.115001,3.9436994
49530,-3.7992394,-15.023158,4.1295595
49531,-4.20552,-15.597682,4.190161
49532,-3.9152992,-15.3381605,4.3561
49533,-4.2389,-15.1076,3.9931796
49534,-4.24626,-15.695759,4.4238396
49535,-4.2396,-15.262841,4.2076993
49536,-3.808521,-15.117759,4.5510406
49537,-4.27764,-15.58698,4.75216
49538,-4.2888594,-14.769001,4.5284204
49539,-4.0299406,-14.923523,4.56894
49540,-3.9210796,-15.511459,4.5467005
49541,-3.8437202,-15.226639,4.5538
49542,-4.0469,-15.31204,4.131
49543,-4.0954604,-15.383938,4.2932405
49544,-4.1109796,-15.06192,4.0926805
49545,-4.1102195,-14.942019,4.1716394
49546,-3.9434602,-14.76608,4.19144
49547,-4.2032595,-14.768019,4.0846806
49548,-3.9535592,-15.046903,3.7882607
49549,-3.8688598,-14.846716,4.047259
49550,-4.04524,-14.718541,3.9205606
49551,-3.840579,-14.96218,3.7577598
49552,-4.02222,-14.971139,3.97112
49553,-4.3490195,-15.232441,4.10598
49554,-4.053361,-14.867881,3.9671206
49555,-3.9842205,-15.193078,4.090841
49556,-4.350579,-15.340058,4.0815196
49557,-4.3794794,-15.284138,4.0038195
49558,-4.3421197,-15.150397,4.0706
49559,-3.9446204,-15.437195,4.31504
49560,-4.07632,-15.081,4.5730805
49561,-4.26158,-15.21286,4.5204997
49562,-3.813759,-14.987337,3.9937801
49563,-3.97806,-15.482181,4.2427397
49564,-3.97338,-15.450019,4.1402802
49565,-4.172059,-15.427439,4.0949807
49566,-3.9356601,-15.407703,4.18164
49567,-4.1735806,-15.14578,4.19982
49568,-3.9558601,-14.82268,4.023159
49569,-4.230241,-14.861477,4.185819
49570,-3.878559,-14.807839,4.1287804
49571,-3.9823,-14.86796,3.7850604
49572,-4.03768,-15.3226595,4.4105997
49573,-4.4710193,-15.15792,4.2006397
49574,-4.3396206,-15.078962,4.17518
49575,-4.21114,-14.867499,4.141881
49576,-4.2210393,-15.0253,4.09428
49577,-4.489541,-15.00652,4.156179
49578,-4.0095196,-14.646181,3.9796004
49579,-4.0913806,-14.993722,4.3563795
49580,-4.4226193,-14.987678,4.188581
49581,-4.4802,-15.079678,4.1256595
49582,-4.21062,-15.2158985,4.4377403
49583,-4.247259,-15.045317,4.5158
49584,-4.5941,-15.071664,4.538059
49585,-4.3256006,-15.02514,4.3256397
49586,-4.5460405,-15.13692,4.242079
49587,-4.486659,-14.831182,4.0186195
49588,-4.388739,-15.062541,4.145079
49589,-4.11996,-15.38002,4.2018003
49590,-4.43222,-15.362361,4.5798807
49591,-4.2619996,-15.408221,4.36198
49592,-3.8656793,-15.348378,4.37228
49593,-3.8609798,-15.209719,4.1282005
49594,-4.4205804,-15.383702,4.0898204
49595,-4.00584,-15.767078,4.1194406
49596,-4.05616,-15.78294,3.9425397
49597,-4.202521,-15.756141,3.865
49598,-3.970719,-15.417639,3.8788807
49599,-4.1687,-14.801821,4.311899
49600,-4.1633387,-15.376679,4.02678
49601,-4.12328,-14.961439,4.4811997
49602,-3.9060392,-15.120498,4.0992203
49603,-4.0202594,-14.982118,4.2869205
49604,-4.33766,-15.07162,4.2058997
49605,-4.29828,-15.05488,3.7941797
49606,-4.13436,-15.03654,3.76708
49607,-4.19138,-15.295879,4.02832
49608,-4.2862997,-15.098481,3.9674792
49609,-4.57188,-15.285839,3.8622997
49610,-4.1685395,-15.018701,3.9510798
49611,-4.32652,-15.14178,4.08176
49612,-3.9639206,-15.39292,3.8777602
49613,-4.6874003,-15.17372,4.0408998
49614,-4.48676,-15.327398,3.93506
49615,-4.228259,-14.93336,3.6994598
49616,-4.15138,-14.848761,4.2009993
49617,-4.2044196,-14.745759,4.00978
49618,-4.42576,-14.64966,3.8498
49619,-4.1873393,-15.155819,3.7525399
49620,-4.5747404,-14.822601,3.6691597
49621,-4.90236,-15.3422165,4.0731997
49622,-4.4981,-15.421902,3.8337004
49623,-4.1730604,-15.123302,3.8272197
49624,-4.28096,-15.346181,3.8930604
49625,-4.2021594,-15.468321,3.8062193
49626,-4.1141996,-14.707541,3.8424196
49627,-4.1832995,-15.398142,3.7506402
49628,-3.9401202,-15.122336,3.5635996
49629,-3.7843606,-14.970381,4.2880797
49630,-4.0018005,-15.048359,3.76374
49631,-4.4806995,-14.752417,3.7771206
49632,-4.5516806,-14.929319,3.9197402
49633,-4.5130997,-14.977461,4.01244
49634,-4.22854,-14.99292,3.7942803
49635,-4.07464,-14.841498,3.7625594
49636,-4.0112205,-15.093757,3.852761
49637,-4.5149603,-14.989277,3.5914004
49638,-4.4728193,-14.973679,3.80652
49639,-4.2463408,-14.5762205,3.7013197
49640,-3.8888605,-14.843,3.885039
49641,-4.31924,-14.807279,3.8664198
49642,-4.3753,-14.9097595,4.12862
49643,-4.12524,-14.601842,3.5266204
49644,-4.14792,-14.2292,3.6207597
49645,-4.09838,-14.874041,3.5515203
49646,-4.1400995,-14.714479,3.8999398
49647,-4.0238404,-14.744138,3.5677593
49648,-4.4973207,-14.791759,3.5744007
49649,-3.83508,-14.80464,3.9122195
49650,-4.1302195,-14.8592205,3.8955998
49651,-4.2508993,-14.4525385,3.7423205
49652,-4.2459803,-14.52846,3.7763
49653,-4.3190603,-14.275802,3.7514594
49654,-4.46354,-14.709418,3.88522
49655,-4.41342,-14.48434,4.168339
49656,-4.6980186,-15.305237,4.3915195
49657,-4.1173,-15.23888,4.1342793
49658,-4.06504,-15.012939,3.81202
49659,-4.2475595,-14.85612,3.831819
49660,-4.289979,-14.894458,3.8741
49661,-4.2983,-14.919719,3.7784796
49662,-4.3006597,-15.480423,4.15216
49663,-4.5075207,-15.23368,3.887159
49664,-4.5012403,-14.843318,3.5270398
49665,-4.2345996,-14.842998,3.764781
49666,-4.2503996,-14.809959,3.7891197
49667,-4.59692,-14.692996,3.48314
49668,-4.58916,-14.7629,3.3410199
49669,-4.4013,-14.959021,3.8087196
49670,-4.00506,-14.24878,3.7193203
49671,-4.1495605,-14.83706,3.6037996
49672,-4.77726,-14.484981,3.6674995
49673,-4.5627007,-14.313939,3.7645993
49674,-4.3546805,-14.726977,3.5167804
49675,-4.8024797,-14.601523,3.77292
49676,-4.8100996,-14.809061,3.5714004
49677,-4.9209204,-14.534363,3.5879593
49678,-4.47228,-14.33408,3.4247198
49679,-4.4354796,-14.69356,3.6562395
49680,-4.61438,-14.930101,3.9323392
49681,-4.84942,-14.898221,3.6232398
49682,-4.5501204,-14.723499,3.5435398
49683,-4.7182803,-14.886063,3.6971605
49684,-4.2969203,-15.214296,3.5671403
49685,-4.93024,-15.182042,3.3426
49686,-4.62296,-15.089482,3.3827808
49687,-4.9556,-14.730962,3.2619402
49688,-5.1586595,-15.342778,3.5805202
49689,-5.03546,-15.120619,3.24086
49690,-4.8492794,-14.722402,3.3292003
49691,-4.71662,-14.828158,3.4135997
49692,-4.9245205,-14.90488,3.4711
49693,-4.6954,-14.76408,3.7763598
49694,-4.89912,-14.74144,3.7134404
49695,-4.772599,-14.499401,3.7100198
49696,-5.0530195,-14.927161,3.7171602
49697,-4.65736,-15.042521,3.3993006
49698,-4.89294,-14.755598,3.6230402
49699,-5.2180805,-14.8577385,3.2828395
49700,-5.0865793,-14.824999,3.530139
49701,-4.5949397,-14.799998,3.2511597
49702,-5.4564195,-14.556778,3.4909606
49703,-5.5378003,-14.465416,3.2513204
49704,-5.062739,-14.665477,3.65326
49705,-4.8814993,-14.50512,3.4690194
49706,-4.6775203,-14.295761,3.6039603
49707,-4.9901,-14.5383,3.3390796
49708,-4.7036805,-14.483761,3.5436397
49709,-5.06804,-14.860018,3.4321392
49710,-4.9953003,-14.73218,3.6621206
49711,-4.7969394,-14.752921,3.7172198
49712,-4.59032,-14.39692,3.4564197
49713,-4.7462606,-14.652019,3.7096798
49714,-4.62852,-14.520475,3.64614
49715,-4.8729,-14.523377,3.50006
49716,-4.48048,-14.578039,3.5812993
49717,-4.3345795,-14.29878,3.4647994
49718,-3.9916,-15.101976,4.0188003
49719,-4.1473002,-14.344598,3.6348796
49720,-4.5022006,-14.552796,4.0433807
49721,-4.4734197,-14.41988,4.02278
49722,-4.4728,-14.3858,3.8265996
49723,-4.4467587,-14.391142,3.7317195
49724,-4.3365192,-13.933559,3.930261
49725,-4.3094993,-14.160738,3.9396398
49726,-3.9701602,-14.212561,4.25638
49727,-4.479399,-14.30304,4.01056
49728,-4.4973197,-14.372219,4.0636997
49729,-4.4051805,-14.5754,4.1721005
49730,-4.1984797,-14.534138,4.41188
49731,-4.3424,-14.45936,4.1155796
49732,-4.54324,-14.250537,3.9264402
49733,-4.4526997,-14.421517,3.7506402
49734,-4.188259,-14.356944,3.9263203
49735,-4.52662,-14.163719,3.9149406
49736,-4.4721403,-14.686176,3.7924602
49737,-4.6202593,-14.250858,3.4464605
49738,-4.07584,-14.992338,4.1003003
49739,-4.13574,-14.794998,3.9074795
49740,-4.246201,-14.666701,3.8173997
49741,-4.0837398,-14.80504,4.2629395
49742,-4.561679,-14.50046,3.7531002
49743,-4.4386206,-14.308882,3.5996602
49744,-4.8573194,-14.399498,3.4231596
49745,-4.49382,-14.70656,3.3732007
49746,-4.2522798,-14.514019,3.3358407
49747,-4.6305795,-14.531278,3.4890993
49748,-4.75316,-14.64694,3.6677005
49749,-4.6425996,-14.20816,3.5625606
49750,-4.3335404,-14.425441,3.8428993
49751,-4.20414,-14.26256,3.9114597
49752,-4.54132,-14.256699,3.5793796
49753,-4.4477,-14.194401,4.23964
49754,-4.5013404,-14.5912,3.72288
49755,-4.32336,-14.300502,3.7718997
49756,-4.6819205,-14.369439,3.694479
49757,-4.627159,-14.510661,3.794339
49758,-4.64076,-14.216797,3.9110997
49759,-4.4463196,-14.52312,3.6026807
49760,-4.6316395,-14.6661005,3.8564398
49761,-4.6061597,-14.56718,3.878379
49762,-4.21218,-14.563601,3.6883202
49763,-4.476,-14.265498,3.7924402
49764,-4.10292,-14.053859,3.8635802
49765,-4.1052,-14.59306,3.6931787
49766,-4.5964007,-14.507675,3.5093007
49767,-4.453879,-14.692039,4.0278993
49768,-4.2838593,-15.148878,3.8829412
49769,-4.2184997,-14.41702,3.7551003
49770,-4.4157,-14.763603,3.8656807
49771,-4.2916403,-14.900439,3.8157604
49772,-4.537321,-14.942161,3.7821596
49773,-4.7206798,-14.668818,3.81372
49774,-4.5872397,-14.904119,3.9909203
49775,-4.56198,-14.653998,3.7011
49776,-4.4409595,-14.392179,3.7017193
49777,-4.6450005,-14.65316,3.9823804
49778,-4.7342997,-14.671999,4.0039597
49779,-4.7486796,-14.755058,3.8364403
49780,-4.6469994,-14.32112,3.7463002
49781,-4.54166,-14.35748,3.8255205
49782,-4.3831196,-14.163539,3.6402996
49783,-4.53332,-14.581718,3.72652
49784,-4.64676,-14.396879,3.77344
49785,-4.50264,-14.580595,3.8917396
49786,-4.3728004,-14.312739,3.8590803
49787,-4.4035,-14.306201,4.0399804
49788,-4.55208,-14.616042,3.9368804
49789,-4.3546596,-14.65784,4.152381
49790,-4.435419,-14.5739,4.0558405
49791,-4.36038,-15.093459,4.08984
49792,-4.4607005,-14.277302,3.95964
49793,-4.6756597,-14.667761,3.7982397
49794,-4.69206,-14.625977,3.9877603
49795,-4.4465394,-14.694262,3.81834
49796,-4.5797997,-14.395922,4.2029004
49797,-4.36838,-14.44124,4.18268
49798,-4.558419,-14.391057,3.9788191
49799,-4.1178007,-14.691179,4.0980406
49800,-4.3249598,-14.254898,3.8156793
49801,-4.24388,-14.596939,3.99458
49802,-4.0429597,-14.793758,3.9414792
49803,-4.1484404,-14.678801,3.68908
49804,-4.487739,-14.751497,3.81624
49805,-4.0804396,-14.6195,3.5637996
49806,-4.41742,-14.339301,3.8134391
49807,-4.47206,-14.313879,3.6069996
